Organization,Year,Month,Request Number,Summary,Disposition,Number of Pages
Department of Justice,2012,06,A-2012-00274,"Policy manuals, operations manuals, handbooks, deskbooks or guidebooks (for example, documents similar in principle to the Federal Prosecution Service Deskbook) instructing Justice Canada counsels involved in judicial review of immigration or refugee decisions.",All exempted,0
Department of Justice,2012,06,A-2012-00322,"Letter of support to the Government of the Northwest Territories regarding the project entitled Information, Training and Awareness with Respect to Language Rights and Community Capacity Building(translated).",No records exist,0
Department of Justice,2012,06,A-2012-00336,"The 2006 report by Michael Hudson, Deputy Assistant Deputy Attorney General of the Aboriginal Affairs Portfolio, entitled: Aboriginal Civil Disobedience, Lessons Learned.",Disclosed in part,31
Department of Justice,2012,06,A-2012-00422,"Statistics on the number of criminal law cases litigated per category of crime, nationally as well as for each province and territory. Also include any associated reports, memos and policy papers.",No records exist,0
Department of Justice,2012,06,A-2012-00421,"Statistics on the number of criminal law cases for which guilty pleas were entered per category of crime, nationally as well as for each province and territory. Please also include any associated reports, memos and policy papers.",No records exist,0
Department of Justice,2012,06,A-2012-00423,"Statistics on the number of civil cases litigated per category (such as patent, copyright or personal injury), nationally as well as for each province and territory. Also include any associated reports, memos and policy papers.",No records exist,0
Department of Justice,2012,06,A-2012-00426,Civil Litigation Deskbook.,All exempted,0
Department of Justice,2012,06,A-2012-00456,"Briefing notes addressed to the Minister pertaining to student strike demonstrations in Quebec and/or the tabling of the emergency Bill 78, from February 2012 until the date of reception for this request (June 21st, 2012).",No records exist,0
Department of Justice,2012,07,A-2011-01272,"Reports from May 6th, 2010 to November 14th, 2011 as well as memos and briefing notes from December 6th, 2010 to November 14th, 2011 for or by the Department regarding the Youth Criminal Justice Act. Final versions, or latest drafts if unavailable.",Disclosed in part,58
Department of Justice,2012,07,A-2011-01544,Documents by or for the Department of Justice Canada as part of the selection process JUSI lJ-010706-000003/2011-JUS-MTL/OTT-DAF/DDI-EA-0080 (LA-0l).,Disclosed in part,8865
Department of Justice,2012,07,A-2011-01887,"All records from January 25th to February 28th, 2012 about the legal challenge launched by Rogers Communications on the grounds that provisions of the Competition Act violate its Charter rights.",Disclosed in part,36
Department of Justice,2012,07,A-2012-00307,"All briefing and Question Period notes as well as all memoranda submitted to the Deputy Minister or Minister of Justice for the period from May 14th to May 26th, 2012.",Disclosed in part,338
Department of Justice,2012,07,A-2012-00424,"Official reports on wrongful criminal convictions that had occurred between 2002 and the present date (July 13th, 2012).",No records exist,0
Department of Justice,2012,07,A-2012-00445,"I would like your Department’s communication strategy, specifically how it has been ordered or how it deals with media requests.",All disclosed,6
Department of Justice,2012,07,A-2012-00564,Correspondence between the Department of Justice and the Department of Aboriginal Affairs and Northern Development pertaining to the application of the Privacy Act regarding First Nations between March 2009 and June 2012.,Disclosed in part,15
Department of Justice,2012,07,A-2012-00574,"Successful appeals to the Criminal Conviction Review Group and the associated reasons. Also, content of weekly reports pertaining to any successful appeals for review.",No records exist,0
Department of Justice,2012,07,A-2012-00588,Evaluation of the Tax Law Services Portfolio (MERX Solicitation #1000011068).,No records exist,0
Department of Justice,2012,08,A-2011-00577,"Any and all e-mails regarding the selection and appointment of Supreme Court Justices sent, received and drafted since April 1st, 2011. Please include any emails from the Privy Council Office and the Prime Minister's Office.",Disclosed in part,157
Department of Justice,2012,08,A-2011-01255,"List of briefing documents, including but not limited to briefing notes, memos, reports, communication plans and research papers, submitted to the Minister of Justice for September 2011.",Disclosed in part,3
Department of Justice,2012,08,A-2012-00280,"Professional legal service firms retained as tax and tax litigation experts and/or advisors by the Department of Justice for the past 10 years, including the date they were retained, the total fee paid and the nature of the engagement.",Disclosed in part,29
Department of Justice,2012,08,A-2012-00483,"Billing totals and financial details of their distribution for the following cases files: T-558-08, T-2181-07, T-1047/2805, T-1108/8905, A-77-07, T-1683-02, T-76-08 and T-2005-06.",Disclosed in part,26
Department of Justice,2012,08,A-2012-00532 *,"Delivrables associated with the following contracts awarded by your Department, including research reports that may have resulted from each contract: 4500106267, 4500106280, 4500106272, 4500106278, 4500106281 and 4500106283.",All exempted,0
Department of Justice,2012,08,A-2012-00540,"The number of lawsuits launched from 2006 to 2011 by inmates against the Correctional Service of Canada (CSC) where represented by Department of Justice lawyers, as well as the total legal costs spent by the Department defending the CSC.",Disclosed in part,168
Department of Justice,2012,08,A-2012-00576,"Research report by Naïma Bendriss, President of Intermaillage et Développement at Université du Québec à Montréal, and any other research reports on arranged or forced marriages and crimes related to honour.",Disclosed in part,462
Department of Justice,2012,08,A-2012-00593,"Briefing notes, communiqués, memos, correspondence and weekly reports or statistics since January 1st, 2012, regarding the designation of ""not criminally responsible on account of mental disorder."" Please exclude confidential Cabinet documents.",Disclosed in part,145
Department of Justice,2012,08,A-2012-00616,"All records to, from or regarding the GEO Group and Management & Training Corporation or its lobbyists from January 1st, 2010 to July 23rd, 2012.",No records exist,0
Department of Justice,2012,08,A-2012-00617,"Any reports regarding prison privatization in Canada from January 1st, 2010 to July 23rd, 2012.",No records exist,0
Department of Justice,2012,08,A-2012-00618,"Contracts awarded for solicitation # 19294-110161/A, against the Management Print Services Supply Arrangement, including any amendments. Also all contracts awarded to the sucessful vendor between April 2011 and May 2012.",Disclosed in part,27
Department of Justice,2012,08,A-2012-00635,"An unexcised copy of the report written in 1986 by Alti Rodal, historical researcher for the Deschênes Commission, named: Nazi War Criminals in Canada: The Historical and Policy Setting from the 1940s to the Present.",No records exist,0
Department of Justice,2012,08,A-2012-00667,"All call-ups and contracts regarding temporary help services supply arrangements for January, February and March 2012 for the National Capital Region.",Disclosed in part,20
Department of Justice,2012,08,A-2012-00677,Records relating to the analysis of Bill C-10 and the Convention on the Rights of the Child. Also provide previously released Access to Information requests relating to the subject matter.,No records exist,0
Department of Justice,2012,08,A-2012-00726,"Letter of support to the Government of the Northwest Territories regarding the project entitled Information, Training and Awareness with Respect to Language Rights and Community Capacity Building (translated). Departmental file # 91505-3-4-1-28.",All disclosed,8
Department of Justice,2012,09,A-2011-00365,"Drafts or final versions of documents of a policy and/or legal nature regarding the translation of judgments and orders from the federal courts and their predecessors, from 1999 to the present (June 1st, 2011).",Disclosed in part,117
Department of Justice,2012,09,A-2011-01834,"Any records from January 15th, 2011 to February 20th, 2012 discussing the short title of Bill C-30, including its name change to Protecting Children Against Online Predators. Process only those documents that could contain possible Cabinet confidences.",All excluded,0
Department of Justice,2012,09,A-2012-00286,"Documents from January 1st, 2004 to May 23rd, 2012 regarding the audit, assessment and reassessment of the EquiGenesis 2009-II Preferred Investment LP as well as the Preferred Investment LP and Charitable Donation programs.",Disclosed in part,93
Department of Justice,2012,09,A-2012-00476,"Costs incurred for the extradition of Luka Rocco Magnotta from Germany to Canada, including overtime and expenses reimbursed to public servants as well as legal fees.",No records exist,0
Department of Justice,2012,09,A-2012-00495,"Costs associated with legal proceedings from February 27th, 2007 to June 25th, 2012 challenging a complaint filed with the Canadian Human Rights Commission by the Assembly of First Nations and the First Nations Child and Family Caring Society of Canada.",Disclosed in part,63
Department of Justice,2012,09,A-2012-00674,"List of contracts from 2006 to July 31st, 2012 showing purchases and all types of renovations, cleaning and repairs to the Minister's and Deputy Minister's offices. If possible, please include the mandate, cost, date and name of company.",All disclosed,2
Department of Justice,2012,09,A-2012-00750,"A list of the studies and reports produced by the Department or by outside contractors in 2012 on past, present and possible future changes to criminal or civil laws.",No records exist,0
Department of Justice,2012,09,A-2012-00777,"Invoices of legal fees billed to the National Capital Commission for services from the Civil Litigation Division relating to federal court cases T-427-10 and A-39-11, but not those incurred for legal opinions.",Disclosed in part,4
Department of Justice,2012,09,A-2012-00782,Please provide all records of Minister Rob Nicholson's limo and car rental expenses since August 2007. Please include all receipts and requests made both in Canada and abroad.,No records exist,0
Department of Justice,2012,09,A-2012-00796,"List of all studies completed by or for the Research and Statistics Division between January 21st, 2012 and the date of receipt of this request (August 30th, 2012).",All disclosed,1
Department of Justice,2012,09,A-2012-00812,"Memos to the Minister regarding the possible election of the Coalition Avenir Québec as well as regarding the impact of the election of the Parti Québécois on federal-provincial relations and the constitutional debate, following the September 4th, 2012 election.",No records exist,0
Department of Justice,2012,09,A-2012-00831,"List of the briefing notes prepared for the Deputy Minister and the Minister by the Department of Justice in 2012 regarding past, present and possible future changes to criminal or civil laws.",No records exist,0
Department of Justice,2012,09,A-2012-00887,"Documents, trial transcripts and notes pertaining to the proceedings against Royal Canadian Mounted Police Corporal James Douglas Finley Morrison before the Ontario Supreme Court in 1986.",No records exist,0
Department of Justice,2012,10,A-2011-00746,"Information held by the Department of Justice relating to the Tax Court of Canada (TCC) case Royal Bank of Canada v. Her Majesty the Queen, 2007 TCC 281.",Disclosed in part,1299
Department of Justice,2012,10,A-2012-00738,"A signed copy of the July 20th, 1993 agreement between the Minister of Aboriginal Affairs and Northern Development and the Pictou Landing Indian Band.",Disclosed in part,103
Department of Justice,2012,10,A-2012-00766,"The International Assistance Group report for each fiscal year listing aggregate data concerning extraditions to and from Canada from 2007 to the present (September 9th, 2012).",Disclosed in part,27
Department of Justice,2012,10,A-2012-00830,"Various documents from the briefing books prepared for the Minister's review following the May 18th, 2012 Cabinet shuffle.",Disclosed in part,30
Department of Justice,2012,10,A-2012-00858,"Copy of the 47-page report prepared by André Bourgon, Crown Prosecutor at the Department of Justice of Canada. His mandate was to assess the evidence against Jacques Mungwarere.",No records exist,0
Department of Justice,2012,10,A-2012-00891,Report from the Research and Statistics Division entitled: Non-Medical Use of Prescription Drugs in Canada.,All disclosed,69
Department of Justice,2012,10,A-2012-00893,Report from the Research and Statistics Division entitled: Identifying the Similarities and Differences between Fetal Alcohol Syndrome Disorder and Mental Disorders.,All disclosed,14
Department of Justice,2012,10,A-2012-00894,Report from the Research and Statistics Division entitled: Profile of Selected Characteristics of Conditional Sentences.,All disclosed,15
Department of Justice,2012,10,A-2012-00895,"Report from the Research and Statistics Division entitled: Estimates of the Economic Cost of Firearms-related Crimes in Canada, 2008.",All disclosed,89
Department of Justice,2012,10,A-2012-00897,Report from the Research and Statistics Division entitled: The Needs of Victims of Identity-Related Crime.,All disclosed,50
Department of Justice,2012,10,A-2012-00899,Report from the Research and Statistics Division entitled: Infrequently Used Criminal Code Sections.,All disclosed,7
Department of Justice,2012,10,A-2012-00900,Report from the Research and Statistics Division entitled: Building a Case for Public Legal Education and Information.,All disclosed,61
Department of Justice,2012,10,A-2012-00901,Report from the Research and Statistics Division entitled: Intimidation of Justice System Participants.,All disclosed,39
Department of Justice,2012,10,A-2012-00902 *,"Report from the Research and Statistics Division entitled: An Estimation of the Economic Impact of Spousal Violence, 2009.",All exempted,0
Department of Justice,2012,11,A-2011-00838,"All briefing notes, memoranda and Question Period notes submitted to the Minister from July 1st to 14th, 2011. Please exclude records that require Privy Council Office consultation.",Disclosed in part,397
Department of Justice,2012,11,A-2011-01153,"Briefing notes, talking points, reports, e-mails, letters, and any other documents that reference Bill C-510, from April 2010 until January 10th, 2011, which would include final versions or last draft of record.",Disclosed in part,232
Department of Justice,2012,11,A-2012-00186,"Question Period notes and memoranda prepared for and submitted to the Minister of Justice or his office from April 23rd, 2012, to May 2nd, 2012. (Please exclude Cabinet confidences and drafts.)",Disclosed in part,116
Department of Justice,2012,11,A-2012-00474,"Decisions, recommendations and/or considerations by the Competition Bureau Legal Services section to hire an agent from a private sector law firm for the appeal of the Competition Tribunal decision in case #CT-20 11-002 (CCS Corporation).",Disclosed in part,147
Department of Justice,2012,11,A-2012-00475,"Records regarding the staffing of legal counsel positions in the Competition Bureau Legal Services section, and any such staffing under a public service staffing advertisement or notification, from June 2011 to June 25th, 2012.",Disclosed in part,776
Department of Justice,2012,11,A-2012-00763,"Records from January 2009 to August 22nd, 2012, regarding Justice's human resources strategic plan as it pertains to forecasting and staffing needs concerning financial officers. Include previously released Access requests on this subject.",Disclosed in part,250
Department of Justice,2012,11,A-2012-00922,"Correspondence, including letters and e-mails, sent to and received by the Minister of Justice between September 17th and September 21st, 2012. Please exclude Cabinet confidences, congratulations and thank-you letters, and letters from the public.",Disclosed in part,173
Department of Justice,2012,11,A-2012-00939,"Correspondence and attachments received by the Department of Justice as well as those originating from the Department or the government of Quebec from January 1st, 2012, to September 22nd, 2012. Please exclude all Cabinet confidences.",Disclosed in part,17
Department of Justice,2012,11,A-2012-01041,"All records and documentation relating to the Intoximeter EC/IR II as an approved instrument under the Criminal Code, section 254.",Disclosed in part,35
Department of Justice,2012,11,A-2012-01048,"Estimated or calculated legal costs of the appeals or planned appeals to the three Ontario Superior court challenges to firearm penalties in the Tackling Violent Crime omnibus law. Decisions were rendered in July, February and September 2012.",Disclosed in part,8
Department of Justice,2012,11,A-2012-01049,"Reports, memos and briefing notes from April 1st to October 10th, 2012, submitted to the Minister and Deputy Minister regarding human sex trafficking crimes in Canada. Final versions only, or latest drafts if unavailable. Exclude publicly available records.",Disclosed in part,9
Department of Justice,2012,11,A-2012-01052,All temporary help services supply arrangement and standing offer callups issued in the National Capital Region for the months of April through August 2012.,Disclosed in part,29
Department of Justice,2012,11,A-2012-01053,"List of briefing notes, memos, reports, communication plans and research papers submitted to the Minister of Justice from September 1st, 2012, to October 10th, 2012.",Disclosed in part,2
Department of Justice,2012,11,A-2012-01057,"Records from Department of Justice officials to Public Safety Minister Vic Toews or his advisors regarding cancelling the access of inmates in federal institutions to non-Christian chaplains, from January 19th, 2010, to October 5th, 2012.",No records exist,0
Department of Justice,2012,11,A-2012-01122,"Memo #2011-012368, Briefing notes #BN 2011-012946 and #BN 2011-013344, and Question Period notes from October 5th, 2011, October 17th, 2011, and October 26th, 2011.",Disclosed in part,89
Department of Justice,2012,11,A-2012-01134,"Briefing notes, memos and Question Period notes originating from the Department of Justice and submitted to the Minister between September 1st and September 15th, 2012, excluding any Cabinet confidences and Parliamentary Returns.",All disclosed,7
Department of Justice,2012,11,A-2012-01137,"A breakdown of the federal government's legal costs related to challenges in Ontario and British Columbia to the laws governing prostitution in Canada, from 2007 to October 25th, 2012.",Disclosed in part,18
Department of Justice,2012,11,A-2012-01147,"E-mails from the public sent to the Minister of Justice regarding Bill C-36, an Act to Amend the Criminal Code (Elder Abuse), from March 8th, 2012, to March 22nd, 2012.",Disclosed in part,14
Department of Justice,2012,11,A-2012-01154,"From January 2nd, 2010, to October 26th, 2012: the use of the Reid Technique during police interrogations and that of the PEACE method, judicial reaction to the former, and Justice correspondence with John F. Reid and Associates. Exclude public documents.",No records exist,0
Department of Justice,2012,11,A-2012-01212,"The list indicating the number and type of investigations carried out by departmental security at the Department of Justice Canada for the following period: from January 1st, 2009, to date, November 2nd, 2012.",No records exist,0
Department of Justice,2012,11,A-2012-01231,All callups/contracts processed by this institution in the National Capital Region pursuant to any standing offer for temporary help services during October 2012.,All disclosed,10
Department of Justice,2012,11,A-2012-01232,All term and casual appointments by this institution in the National Capital Region pursuant to the Public Service Employment Act during October 2012.,All disclosed,1
Department of Justice,2012,11,A-2012-01242,"Complete floor plans and photographs from the office space formerly occupied by Finance and Administration Services on the 2nd floor of the Bank of Montreal Building in Edmonton, from when that space had first become occupied by the work unit until May 2009.",All disclosed,2
Department of Justice,2012,11,A-2012-01247,"Correspondence and reports from March 1st to November 7th, 2012, dealing with the effects that Bill C-37 will/may have on First Nations, Métis and Inuit people, including briefing notes to the Minister and the Deputy Minister of Justice.",No records exist,0
Department of Justice,2012,12,A-2009-00324,"Records held by the Public Law Sector regarding pay equity, equitable compensation or the Public Sector Equitable Compensation Act, from January 27, 2008 to January 27, 2009. Don't include those related to ongoing complaints, settlements or litigation.",Disclosed in part,173
Department of Justice,2012,12,A-2012-00529,"Letters and correpondence sent or received by the Minister of Justice Canada from May 1 to 7, 2012 and from June 1 to 7, 2012. Please exclude letters from the public, congratulatory letters and Cabinet confidences.",Disclosed in part,367
Department of Justice,2012,12,A-2012-00792,Integrated Financial Management System line item reports from January 2006 to May 2009 showing journal vouchers and coding errors processed by various financial officers in the Prairie Region.,All disclosed,8
Department of Justice,2012,12,A-2012-00970,"The number of Canadians charged with child sex offences overseas, from December 4, 2007 to the present (September 28, 2012).",All disclosed,2
Department of Justice,2012,12,A-2012-00975,All correspondence between the Department of Justice and the Canadian Bar Association in regards to mandatory minimum sentences for the past 5 years.,Disclosed in part,193
Department of Justice,2012,12,A-2012-01055,"Records among Department of Justice officials from January 19, 2010 to October 5, 2012 regarding the decision of Public Safety Minister Vic Toews to cancel the access of inmates in federal institutions to non-Christian chaplains.",Disclosed in part,29
Department of Justice,2012,12,A-2012-01167,"Reports on the costs incurred in the trial of the citizens of Shannon, Quebec, against the federal government, identification of the Justice and National Defence clients, and the parties whose legal fees were covered.",Disclosed in part,26
Department of Justice,2012,12,A-2012-01221,"Records detailing the total cost for legal work (including disbursements and taxes) incurred by the federal government in relation to the Good Class Action: February 4, 2011 to November 2, 2012.",Disclosed in part,4
Department of Justice,2012,12,A-2012-01222,"All records that detail the breakdown of legal fees February 4, 2011 to November 2, 2012 in relation to the Good Class Action: disbursements, taxes and hours worked by lawyers of the Department of Justice.",Disclosed in part,4
Department of Justice,2012,12,A-2012-01275,All records pertaining to the policies or procedures under which the Department of Justice shares or treats information or evidence provided by or originating from various countries.,All disclosed,453
Department of Justice,2012,12,A-2012-01306,"The breakdown of legal, travel and hospitality costs incurred by each of the Department of Justice employees or outside counsel associated with the Ashley Smith inquests, including their names and mandates, from October 19, 2007 to November 14, 2012.",Disclosed in part,24
Department of Justice,2012,12,A-2012-01326,"All briefing notes/memos prepared by Justice Canada staff for the Minister from September 1, 2012 to the present (November 16, 2012) that relate to Bill C-30 (Lawful Access legislation).",No records exist,0
Department of Justice,2012,12,A-2012-01439,"Log from 2005 to November 30, 2012 of instances where crooked or false lawyers working on immigration files were reported by the Department to disciplinary authorities. Include dates, locations, infractions, the agency reported to and actions taken.",No records exist,0
Department of Justice,2012,12,A-2012-01443,Copy of briefing note BN 2012-0017640.,Disclosed in part,4
Department of Justice,2012,12,A-2012-01444,Copy of briefing note BN 2012-0017648.,Disclosed in part,20
Department of Justice,2012,12,A-2012-01446,All temporary help services standing offer call-ups awarded and issued in the Vancouver/Fraser Valley area for the months of July 2012 to November 2012.,Disclosed in part,7
Department of Justice,2012,12,A-2012-01448,The study by Nicole Crutcher (Correctional Service Canada) and Albert Brews (Department of Justice) on Criminal Code sections that have not been prosecuted between 1996-2006. The report is dated March 2012.,All disclosed,7
Department of Justice,2012,12,A-2012-01466,Callups/contracts processed by Justice in the National Capital Region under the terms of any standing offer for temporary help services during November 2012.,Disclosed in part,3
Department of Justice,2012,12,A-2012-01467,Appointments of term and casual employees by Justice in the National Capital Region under the terms of the Public Service Employment Act during November 2012.,All disclosed,1
Department of Justice,2012,12,A-2012-01474,"Evaluation (MERX solicitation # 1000011274) from the Legislative Services Branch, including any draft or interim version if the final version isn't yet complete.",No records exist,0
Department of Justice,2012,12,A-2012-01479,A copy of the report on criminal trajectories among youth from official language minority communities.,No records exist,0
Department of Justice,2012,12,A-2012-01501,Any text or draft text of a Memorandum of Understanding written between Justice Canada and the Canada Border Services Agency (CBSA) on immigration detention centres.,No records exist,0
Department of Justice,2012,12,A-2012-01528,"A list of Canadians convicted of child sex offences overseas from December 4, 2007 to September 28, 2012, organized by country.",No records exist,0
Department of Justice,2012,12,A-2012-01531,"Documents that list the names and dates of judicial appointments of section 96 court judges within Ontario from 1960 to the present (December 10, 2012).",No records exist,0
Department of Justice,2013,01,A-2012-01024,"Memoranda to Cabinet and briefing documents related to Bill C-2 from the 1st Session of the 30th Parliament, 1974, as well as evaluations, memorada and briefing notes related to section 31.1 of the Combines Investigation Act. No drafts.",Disclosed in part,192
Department of Justice,2013,01,A-2012-01108,"The number, descriptions and types of reports received by cybertip.ca relating to online luring, children exploited through prostitution, travelling sex offenders and child trafficking from January 2011 to September 2012.",Disclosed in part,29
Department of Justice,2013,01,A-2012-01437,"All records concerning the October 3rd, 2012, Federal Court of Appeal ruling in the case Bronskill v. the Minister of Canadian Heritage concerning historical records about Tommy Douglas.",Disclosed in part,120
Department of Justice,2013,01,A-2012-01442,Copy of briefing note BN 2012-0016939.,Disclosed in part,38
Department of Justice,2013,01,A-2012-01475,All documents outlining the total cost of cellphone/smartphone bills paid by the Department for fiscal years 2010 to 2012 as well as the name of the providers.,All disclosed,1
Department of Justice,2013,01,A-2012-01523,"All information related to the consultation process with Aboriginal peoples undertaken by the Government of Canada regarding Bill C-38, An Act to Implement Certain Provisions of the Budget.",No records exist,0
Department of Justice,2013,01,A-2012-01525,"All information related to the consultation process with Aboriginal peoples undertaken by the Government of Canada regarding Bill C-45, A Second Act to Implement Certain Provisions of the Budget.",No records exist,0
Department of Justice,2013,01,A-2012-01544 *,"Study completed by, or for, the Justice Research and Statistics Division entitled Cost and Quality of Justice: Ottawa Drug Treatment Court, including any draft or internal versions if the final is not yet complete.",All exempted,0
Department of Justice,2013,01,A-2012-01551,"Briefing notes, PowerPoint presentations and legal opinions from 2006 and 2012 concerning a foreign intelligence service's development of a lethal unmanned aerial vehicle to be used in countries where the laws of war do not necessarily apply.",No records exist,0
Department of Justice,2013,01,A-2012-01579,"1998-2005 correspondence between various lawyer associations and the Deputy Minister's Office, minutes for meetings between them and the Department, and records about the exclusion of legal officers from collective bargaining.",Disclosed in part,17
Department of Justice,2013,01,A-2012-01581,"Various 2001 letters from or to the Task Force on Modernizing Human Resources Management, Beyond LOAC (Legal Officers' Advisory Council) and the Association of Justice Counsel.",Disclosed in part,8
Department of Justice,2013,01,A-2012-01582,"Records generated from January 1, 2012, to December 19, 2012, related to Russ Hiebert’s private member’s bill ( C-377) on unions that would amend the Income Tax Act, requiring them to disclose more financial details.",No records exist,0
Department of Justice,2013,01,A-2012-01593 *,"Evaluation of the Tax Law Service Portfolio (MERX solicitation #1000011068), including any draft or interim versions if the final version's not yet complete.",All exempted,0
Department of Justice,2013,01,A-2012-01594 *,"National Evaluation of the Aboriginal Courtwork Program, including any draft or interim version if the final version's not yet complete.",All exempted,0
Department of Justice,2013,01,A-2012-01616,All information relating to the internal process involved with setting up an American Express Travel Card Coordinator within the Department of Justice.,All disclosed,30
Department of Justice,2013,01,A-2012-01629,All contracts processed by the National Capital Region under the terms of any supply arrangement for temporary help services during the period of December 2012.,All disclosed,1
Department of Justice,2013,01,A-2012-01631,"List of all studies completed by, or for the Research and Statistics Division between August 31, 2012, and January 4, 2013.",All disclosed,1
Department of Justice,2013,01,A-2012-01632,"Final report or most recent draft pursuant to a tender for exploratory research into criminal trajectories among youth from official language minority communities posted on merx.com on August 19, 2011.",No records exist,0
Department of Justice,2013,01,A-2012-01641,"Delegation of financial signing authority form for Paul Shenher in his capacity as Acting Senior Director General of the Aboriginal Law Service, showing maximum spending amounts, including damage awards.",All disclosed,1
Department of Justice,2013,01,A-2012-01671,"All records on First Nations and the issue of the partial and full privatization of reserve lands (including leasing). Timeframe: last 4 months (ending January 14, 2013).",Disclosed in part,2
Department of Justice,2013,02,A-2011-00202,"The government's decision to impose third party management on the Lubicon Cree due to an apparent ""leadership"" or ""governance"" dispute. Records from around 2009 up to May 5, 2011.",Disclosed in part,725
Department of Justice,2013,02,A-2011-01188,"List from the Department's computerized document tracking system for briefing notes, deck presentations and memoranda submitted to the Minister for the period of October 1 to 31, 2011.",Disclosed in part,27
Department of Justice,2013,02,A-2011-01343,"A list of briefing notes from the CCM Mercury or WEBCIMS software created or submitted to the Minister of Justice from November 1 to 28, 2011.",Disclosed in part,3
Department of Justice,2013,02,A-2011-01376,"Briefing notes, Question Period notes and memoranda from November 29 to 30, 2011, and December 1 to 2, 2011, submitted to the Minister of Justice.",Disclosed in part,335
Department of Justice,2013,02,A-2011-01377,"A list of briefing notes from the CCM Mercury software created or submitted to the Minister of Justice from November 1 to 30, 2011.",Disclosed in part,4
Department of Justice,2013,02,A-2011-01668,"All records from January 10 to January 17, 2012, relating to same-sex marriage and divorce for foreign gay couples wed in Canada. Exclude records from the Minister's Office, Cabinet confidences or solicitor-client privileged information.",Disclosed in part,624
Department of Justice,2013,02,A-2012-00688,Records from Justice counsels Tracy Telford and Sharlene Telles-Langdon as well as from any Canada Revenue Agency employee regarding David Dawson vs. Her Majesty the Queen. Include records from previous requests.,Disclosed in part,1469
Department of Justice,2013,02,A-2012-01380,"The 'log' of incidents or investigations carried out by Department of Justice security services from January 1, 2009, to present, November 2, 2012.",Disclosed in part,34
Department of Justice,2013,02,A-2012-01668,"All correspondence, including letters, emails, online feedback forms, and records of telephone calls to the Canadian Legal Information Institute (CanLii) and/or its editor, from January 1, 2011, to December 31, 2012.",Disclosed in part,111
Department of Justice,2013,02,A-2012-01695,"From January 1, 2012, to October 22, 2012, all records related to Member of Parliament Stephen Woodworth's Motion 312. Exclude Cabinet Confidences as well as letters responding to the public as well as records from the public.",Disclosed in part,46
Department of Justice,2013,02,A-2012-01698,"Complete copies of the following 5 briefing notes: BN 2012-010109, MEM 2012-015016, MEM 2012-015454, BN 2012-017640 and BN 2012-017648.",Disclosed in part,63
Department of Justice,2013,02,A-2012-01699,"A list of all briefing notes created for the Minister of Justice Canada from January 1 to January 16, 2013.",Disclosed in part,2
Department of Justice,2013,02,A-2012-01707,"All briefing notes prepared by Edgar Schmidt, Special Advisor in the Legislative Services Branch, for the Minister and Deputy Minister in 2011 and 2012.",Disclosed in part,2
Department of Justice,2013,02,A-2012-01726,"All records regarding Government of Canada policies on cyberwarfare from January 1 to December 31, 2012. Please exclude Cabinet confidences and records originating from other departments.",No records exist,0
Department of Justice,2013,02,A-2012-01755,All contracts processed by the National Capital Region under the terms of any supply arrangement for temporary help services during the period of December 2012.,Disclosed in part,23
Department of Justice,2013,02,A-2012-01773,"List or summary of training taken by all departmental employees, including information regarding the trainers, cost, title, provider and number of participants for the period from January 1 to December 31, 2012.",Disclosed in part,208
Department of Justice,2013,02,A-2012-01805,"Standard procedural information/instructions (not case-specific) concerning the use of reference questions, as defined by section 53 of the Supreme Court Act (R.S.C. 1985, c. S-26), also known as References by Governor-in-Council.",Disclosed in part,4
Department of Justice,2013,02,A-2012-01806 *,Victims of Crime Research Digest: Police Responses to Elder Abuse: the Ottawa Police Service Elder Abuse Section.,All exempted,0
Department of Justice,2013,02,A-2012-01809 *,Victims of Crime Research Digest: A Survey of Survivors of Sexual Violence.,All exempted,0
Department of Justice,2013,02,A-2012-01810 *,Victims of Crime Research Digest: Is a Picture Worth a Thousands Words? The Opportunities and Challenges of Using GIS Based Mapping with a Victim's Lens.,All exempted,0
Department of Justice,2013,02,A-2012-01816,"Training records of Gillian Patterson, Counsel, relating to statutes, orders or regulations regarding the Canadian Environmental Protection Agency, the export and import of hazardous waste and the regulations concerning hazardous recyclable materials.",No records exist,0
Department of Justice,2013,02,A-2012-01818,"Training records of Andrew Law, Counsel, relating to statutes, orders or regulations regarding the Canadian Environmental Protection Agency, the export and import of hazardous waste and the regulations concerning hazardous recyclable materials.",No records exist,0
Department of Justice,2013,02,A-2012-01819,"Training records of Abigail A. Browne, Counsel, relating to statutes, orders or regulations regarding the Canadian Environmental Protection Agency, the export and import of hazardous waste and the regulations concerning hazardous recyclable materials.",No records exist,0
Department of Justice,2013,02,A-2012-01820,"Training records of Shain Widdifield, Counsel, relating to statutes, orders or regulations regarding the Canadian Environmental Protection Agency, the export and import of hazardous waste and the regulations concerning hazardous recyclable materials.",No records exist,0
Department of Justice,2013,02,A-2012-01825,"Training records of Michael J. Sims, Counsel, relating to statutes, orders or regulations regarding the Canadian Environmental Protection Agency, the export and import of hazardous waste and the regulations concerning hazardous recyclable materials.",No records exist,0
Department of Justice,2013,02,A-2012-01826,"Training records of Jacqueline Dais-Visca, Counsel, relating to statutes, orders or regulations regarding the Canadian Environmental Protection Agency, the export and import of hazardous waste and the regulations concerning hazardous recyclable materials.",No records exist,0
