Organisation,Annee,Mois,Numero de la demande,Sommaire de la demande,Disposition,Nombre de pages
Sécurité publique Canada,2012,10,A-2011-00316,Notes de breffage préparées pour le Ministre du 1er au 20 février 2012,Communication partielle,701
Sécurité publique Canada,2012,10,A-2011-00331,Documents de transition préparés pour le ministre du 15 avril au 18 mai 2011 (a l'exception des confidences du Cabinet),Communication partielle,513
Sécurité publique Canada,2012,10,A-2011-00351,"Sommaires, notes de service, procès-verbaux et présentations concernant la réunion de février 2012 concernant la table ronde transculturelle sur la sécurité",Communication partielle,442
Sécurité publique Canada,2012,10,A-2012-00024,"Les notes de breffage, notes de service et la correspondance préparés depuis le 1er janvier 2012 concernant le secteur des télécommunications ou les équipements de télécommunication de propriété étrangère",Communication partielle,12
Sécurité publique Canada,2012,10,A-2012-00029,"Toutes les notes de breffage et les notes de service aux sous-ministres adjoints, sous-ministre et ministre, concernant le plan d'action sur le périmètre de sécurité et la compétitivité économique du 1er décembre 2011 au 4 mai 2012",Communication partielle,72
Sécurité publique Canada,2012,10,A-2012-00030,"Notes de breffage et notes de service aux sous-ministres adjoints, sous-ministre et ministre, sur le contrôle de l'application de la loi transfrontalière avec les États-Unis, incluant les dossiers sur la réunion avec la Secrétaire du département de la Sécurité intérieure concernant l'application de la loi transfrontalière du 1er janvier 2011 au 1er janvier 2012. Les copies de tous les finaux et de toutes les versions des ébauches des notes de breffage et des notes de service aux sous-ministres adjoints et ministre, relativement a l'application de la loi transfrontalière avec les États-Unis; incluant les dossiers sur la réunion avec la Secrétaire du departement de la Sécurité intérieure concernant l'appplication de la loi transfrontalière",Communication partielle,215
Sécurité publique Canada,2012,10,A-2012-00033,"Tous les documents du 1er avril 2012 au 14 mai 2012, concernant la collecte des renseignements sur les ventes d'armes à feu par les entreprises",Communication partielle,384
Sécurité publique Canada,2012,09,A-2011-00363,Allégations de harcèlement au sein de la GRC du 1er novembre 2011 au 29 mars 2012,Communication partielle,796
Sécurité publique Canada,2012,09,A-2012-00014,Lettres adressées au ministre du 1er janvier 2012 au 23 avril 2012,Communication partielle,548
Sécurité publique Canada,2012,09,A-2012-00045,Documents datés de septembre 2010 à février 2011 concernant la différence entre le nombre d'armes à feu importées au Canada et celles qui sont enregistrées,Communication partielle,96
Sécurité publique Canada,2012,09,A-2012-00068,Rapports détaillant le nombre d'avis de révocation servi à l'égard du Armi Jager AP80,Communication partielle,41
Sécurité publique Canada,2012,09,A-2012-00110,"Copie complète de correspondance qui a été échangée entre Robert Dutil et Vic Toews, du 1 janvier au 3 juillet 2012",Communication partielle,24
Sécurité publique Canada,2012,09,A-2012-00135,"Liste des notes d'information, présentations et notes de services présentées au ministre du 2 mai 2011 au 31 octobre 2011",Communication partielle,66
Sécurité publique Canada,2012,09,A-2012-00136,"Liste des notes d'information, présentations et notes de services présentées au ministre du 1 novembre 2011 au 30 avril 2012",Communication partielle,97
Sécurité publique Canada,2012,09,A-2012-00137,"Liste des notes d'information, présentations et notes de services présentées au ministre du 1 mai 2012 jusqu'au 25 juillet 2012",Communication partielle,42
Sécurité publique Canada,2012,09,A-2012-00138,"Documents sur le harcèlement sexuel à la GRC, du 1 juillet 2011 au 31 décembre 2011 adressés au niveau de directeur jusqu'au ministre",Communication partielle,167
Sécurité publique Canada,2012,09,A-2012-00140,Correspondance entre le directeur des communications de la sécurité publique du bureau du ministre et du directeur général des Affaires publiques de la GRC sur le harcèlement sexuel à la GRC et le dépôt de la Loi visant à accroître la responsabilité de la GRC pour la période du 1 mai au 25 juillet 2012,Communication partielle,4
Sécurité publique Canada,2012,08,A-2010-00262,"Documents produit par le service d'analyse des situations d'urgence, avertissement et intervention, y compris le Centre des opérations du gouvernement et le Centre canadien d'intervention en cas d'incident cybernétique du 1er février 2011 au 21 février 2011",Communication partielle,329
Sécurité publique Canada,2012,08,A-2011-00067,Documents concernant les mesures de sécurité menant à et pendant les jeux olympiques de 2010 à Vancouver,Communication partielle,320
Sécurité publique Canada,2012,08,A-2011-00268,"Épreuves et rapports finaux internes, mémos, breffages et documents de Q & R concernant la 'judiciarisation de l'intelligence' du 1er janvier 2010 au 2 février 2012",Communication partielle,177
Sécurité publique Canada,2012,08,A-2011-00301,Notes de breffage et notes de service au ministre/sous-ministre sur l'utilisation de l'information obtenue par la torture du 1er janvier 2010 au 9 février 2012,Communication partielle,102
Sécurité publique Canada,2012,08,A-2011-00329,Réaction vis-à-vis l'opinion publique négative à l'égard de l'introduction de la loi C-30 durant février 2012,Communication partielle,11
Sécurité publique Canada,2012,08,A-2012-00067,Rapports détaillant le nombre d'Armi Jager AP80 retourné après le 20 décembre 2011 en réponse aux avis de révocation,Communication partielle,6
Sécurité publique Canada,2012,08,A-2012-00082,Frais engagés pour l'extradition de Luka Rocco Magnotta de l'Allemagne au Canada,Communication partielle,2
Sécurité publique Canada,2012,08,A-2012-00118,Les effets des dispositions du projet de loi C-19 concernant les femmes et la sécurité des femmes,Aucun document n'existe,0
Sécurité publique Canada,2012,08,A-2012-00120,"Les notes de breffage et des notes de service relatives aux effets des dispositions du projet de loi C-19, Loi modifiant le Code criminel et la Loi sur les armes à feu, relatives à l'article 23, sur les effets de la décision de vérifier si le cessionnaire est titulaire d'un permis de conduire valide autorisant la possession d'une arme à feu lorsqu'une arme à feu est transféré en leur possession ainsi que les effets que cela aurait sur l'exigence datant de 1977 que les entreprises tiennent des registres des ventes d'armes à feu.",Aucun document n'existe,0
Sécurité publique Canada,2012,08,A-2012-00121,"Les notes de breffage et des notes de service concernant les effets des règlements adoptés en vertu de la Loi sur les armes à feu relatives aux registres des ventes pour les achats d'armes à feu et quels effets l'élimination des enregistrements des ventes aurait sur nos obligations internationales en matière de trafic d'armes, la capacité de retracer armes à feu dans le crime, et autres effets de suppression de la disposition.",Aucun document n'existe,0
Sécurité publique Canada,2012,07,A-2011-00144,"Notes de breffage, memorandum et notes pour la période de questions provenant de Sécurité publique et transmises au ministre au mois d'août 2011",Communication partielle,814
Sécurité publique Canada,2012,07,A-2011-00157,"Notes de breffage, memorandum et notes pour la période de questions provenant de Sécurité publique et transmises au ministre au mois du 1er au 14 août 2011",Communication partielle,545
Sécurité publique Canada,2012,07,A-2011-00253,"Rapports d'incident et breffages ministérielle de 2011 sur les cyberattaques, ainsi que le budget du CCRIC pour 2010-2012 et le coût prévu pour l'année prochaine",Communication partielle,2195
Sécurité publique Canada,2012,07,A-2011-00260,"Memos et notes de breffage sur les criminels de guerre se cachant au Canada, du mois d'août au mois de décembre 2011",Communication partielle,6
Sécurité publique Canada,2012,07,A-2011-00315,"Projet Kanishka - dépenses actuelles et prévisions futures qui ont été engendrés par le ministère, du lancement au 17 février 2012",Communication partielle,226
Sécurité publique Canada,2012,07,A-2011-00361,"Copie de: 385049, 385476,385693, 385577, 385633, 385930",Communication partielle,35
Sécurité publique Canada,2012,07,A-2012-00002,Vérification des six ententes concernant le Service de police des Premières nations,Communication partielle,83
Sécurité publique Canada,2012,07,A-2012-00003,Une étude du cycle de vie des armes à feu de la criminalité,Communication partielle,26
Sécurité publique Canada,2012,07,A-2012-00038,Communication écrite qui contient le mot 'unf***withable' ou l'adresse URL 'unf***withable.ca',Communication totale,1
Sécurité publique Canada,2012,07,A-2012-00047,Documents sur la décision de mettre un terme au programme du SCC Option vie,Communication partielle,51
Sécurité publique Canada,2012,06,A-2011-00110,"Tous la recherche et copies finales des exposés de position, rapports, notes de breffage et memos concernant les augmentations envisagés au droits à payer pour le traitement d'une demande de pardon.",Communication partielle,721
Sécurité publique Canada,2012,06,A-2011-00189,"Documents décrivant les conseils donnés par les bureaucrates du ministère, les experts et sous-ministres au Ministre concernant le projet de loi C-10 avant le 20 septembre 2011",Communication partielle,420
Sécurité publique Canada,2012,06,A-2011-00272,Notes de breffage sur les révisions ou évaluations des méchanismes de certificat de sécurité du 1er janvier 2011 au 30 janvier 2012,Communication partielle,2
Sécurité publique Canada,2012,06,A-2011-00286,Matériel de breffage préparé pour le ministre depuis le 1er janvier 2011 concernant les avis de sécurité nationale en vertu de la Loi sur Investissement Canada,Communication partielle,106
Sécurité publique Canada,2012,06,A-2011-00314,"Projet Kanishka - notes de breffages, études, analyses, du 1 mai 2011 au 17 février 2012",Communication partielle,79
Sécurité publique Canada,2012,06,A-2011-00321,Documents transmis au ministre entre le 2 mai 2011 et le 20 février 2012 sur la destruction des données du Registre des armes à feu,Communication partielle,12
Sécurité publique Canada,2012,06,A-2012-00017,Documents pour le sous-ministre ou le ministre du Centre canadien de réponse aux incidents cybernétiques depuis le 1er juillet 2011,Communication partielle,76
Sécurité publique Canada,2012,06,A-2012-00018,"Documents entre le sous-ministre adjoint, sous ministre et ministre sur le budget 2012 et l'impact sur le département",Communication totale,6
Sécurité publique Canada,2012,06,A-2012-00020,"Documents sur la décision de la fermeture du pénitencier de Kingston, l'Institution Lecler et le Centre régional de traitement - niveaux de sous-ministre adjoint et au-dessus",Communication totale,12
Sécurité publique Canada,2012,06,A-2012-00027,"Copie des livrables de ces contrats:1) 7176550, Gelder Gingras & Associates 2) 7176476, Doug Ewart 3) 7176699, Deloitte and Touche LL",Communication partielle,188
Sécurité publique Canada,2012,05,A-2011-00061,Notes pour la période de questions et notes de service transmises au ministre du 1 mai 2011 au 13 juin 2011.,Communication partielle,1516
Sécurité publique Canada,2012,05,A-2011-00154,"Notes d'information, notes de service et notes pour la période de questions préparées par Sécurité publique et transmises au ministre du 15 au 30 juin 2011",Communication partielle,804
Sécurité publique Canada,2012,05,A-2011-00195,"Copie de 60557, 380532, 380191, 380289, 60499, 60543, 380938",Communication partielle,27
Sécurité publique Canada,2012,05,A-2011-00218,Documents de breffage pour le ministre concernant le registre des armes à feu du 1 octobre au 2 novembre 2011,Aucune communication (exclusion),0
Sécurité publique Canada,2012,05,A-2011-00255,Documents concernant les consultations du gouvernement avec les responsables de l'application de la loi et de la justice sur l'impact négatif d'une exigence d'un mandat pour obtenir des informations sur les abonnés,Communication partielle,416
Sécurité publique Canada,2012,05,A-2011-00276,"Infocapsules et courriels concernant les demandes du média sur le sujet des certificats de sécurité, les solutions de rechange au renvoi ou la révision de l’initiative sur les certificats de sécurité du 1er janvier 2011 au 30 janvier 2012.",Communication partielle,305
Sécurité publique Canada,2012,05,A-2011-00288,"Copie de MINTOW 8000-1 UNC, 507095, 506905, 502607, 499518, 499630, 506841, 503036, 500027, 504452, 500880, IS 5755 UNC, 5250-1",Communication partielle,39
Sécurité publique Canada,2012,05,A-2011-00304,"Copie de 377741, 376836, 376866, 375459, 377594, 376760, 376101, 376041, 369226, 374976, 370769, 371795, 372572, 377110",Communication partielle,285
Sécurité publique Canada,2012,05,A-2011-00313,Documents concernant la/les position(s) du/des Commissaire(s) à la protection sur la vie privé concernant la Loi sur l'accès légal du 1 novembre 2011 au 20 février 2012,Communication partielle,414
Sécurité publique Canada,2012,05,A-2011-00317,Notes de breffages pour le ministre depuis le 1 janvier 2011 sur les cyberattaques ou les menaces de cyberattaque,Communication partielle,5
Sécurité publique Canada,2012,04,A-2011-00128,"Copies finales des notes de breffage ou avis au ministre qui mentionnent des armes à feu, le registre des armes à feu et/ou les lois et régulations sur les armes à feu Dates: du 9 mars 2011 au 11 août 2011",Communication partielle,263
Sécurité publique Canada,2012,04,A-2011-00169,"Personnes condamnées par erreur judiciaire et les compensations versées à ceux-ci, durant les dix dernières années (2000-2010)",Communication partielle,714
Sécurité publique Canada,2012,04,A-2011-00194,"Copie de: 60443, 379991, 381302, 60465, 380057 |",Communication partielle,53
Sécurité publique Canada,2012,04,A-2011-00252,"Plans de communication stratégiques & rapports - Loi omnibus sur le crime, - destruction des armes d'épaule, et droit d'accès",Communication partielle,156
Sécurité publique Canada,2012,04,A-2011-00279,Application de la loi et les organisations gouvernementales de la sécurité au Canada sur l'utilisation des avions téléguidés,Communication totale,3
Sécurité publique Canada,2012,04,A-2011-00298,GEO Group Inc qui exerce des pressions pour la privatisation des services correctionnels et des installations,Communication partielle,75
Sécurité publique Canada,2012,04,A-2011-00309,"Documents, reçus et réclamations liées à l'hon. Vic Toews pour les déplacements, les repas, l'hébergement",Communication partielle,980
Sécurité publique Canada,2012,04,A-2011-00337,Opinion publique des canadiens sur les certificats de sécurité,Communication partielle,3
Sécurité publique Canada,2012,04,A-2011-00339,Documents d'octobre 2011 au ministre sur les appels automatisés durant l'élection fédérale 2011 fournissant de fausses informations sur la location des bureaux de vote,Aucun document n'existe,0
Sécurité publique Canada,2012,04,A-2011-00341,"Matériel du dossier MINTOW 5250 UNC, document #506906, sujet iPad projet pilote",Communication totale,2
Sécurité publique Canada,2012,03,A-2010-00057,QP notes et mémos préparés ou transmis au ministre de la Sécurité publique Vic Toews du 1er mai 2010 au 1er juin 2010,Communication partielle,1470
Sécurité publique Canada,2012,03,A-2010-00148,Communications depuis le 15 septembre 2010 entre l'Unité de la correspondance et le Bureau du Ministre concernant les réponses du Ministère à la correspondance reçu des individus et des groupes,Communication partielle,276
Sécurité publique Canada,2012,03,A-2010-00158,"Documents datés du 19 septembre 2010 au 19 octobre 2010 concernant l'ouragan Igor à Terre-Neuve, ses répercussions et les demandes pour de l'assistance fédérale",Communication partielle,2893
Sécurité publique Canada,2012,03,A-2011-00088,"Documents du 1er août 2009 au 1er août 2010 concernant le Ocean Lady, qui est arrivé en Colombie britannique le 17 octobre 2009",Communication partielle,53
Sécurité publique Canada,2012,03,A-2011-00153,"Tous les notes d'information, memoranda et notes pour la période de questions provenant de la Sécurité publique Canada et soumis au Ministre du 1er au 14 juin 2011.",Communication partielle,135
Sécurité publique Canada,2012,03,A-2011-00174,Notes pour la période de questions et memos transmis au ministre du 23 septembre 2011 au 5 octobre 2011,Communication partielle,601
Sécurité publique Canada,2012,03,A-2011-00186,Documents concernant le Groupe de travail sur la lutte aux extrémismes violents datés du 1er janvier 2009 au 17 octobre 2011,Communication partielle,197
Sécurité publique Canada,2012,03,A-2011-00192,"Copie de: 380098, 381112, 380824, 60549, 380983, 381268",Communication partielle,80
Sécurité publique Canada,2012,03,A-2011-00240,Documents produits en 2011 sur la création possible d'un registre des personnes disparues,Communication partielle,55
Sécurité publique Canada,2012,03,A-2011-00262,"Copie de: 382511, 383039, 383138, 383382, 383522",Communication partielle,31
Sécurité publique Canada,2012,02,A-2009-00134,"Copies complètes des notes d'information préparées par les employés du ministère pour le Ministre de la Sécurité publique, et ce du 1 septembre au 20 octobre 2009.",Communication partielle,1068
Sécurité publique Canada,2012,02,A-2011-00059,"Copies complètes des notes de service, rapports et notes d'information préparés pour le Ministre ou Sous-Ministre concernant le MV Sun Sea qui est arrivé en Colombie-Britannique le 13 août 2010. Période: 1er juin 2012 au 1er juin 2011",Communication partielle,92
Sécurité publique Canada,2012,02,A-2011-00140,"Copie de 371999, 370425, 370374, 370360",Aucune communication (exclusion),0
Sécurité publique Canada,2012,02,A-2011-00152,"Copies complètes des notes d'information, notes de service et notes pour la période de questions préparés par le ministère et transmises au Ministre pour la période du 18 mai au 31 mai 2011.",Communication partielle,83
Sécurité publique Canada,2012,02,A-2011-00175,Notes pour la période de question et notes de service transmis au ministre du 10 sept au 22 sept 2011,Communication partielle,272
Sécurité publique Canada,2012,02,A-2011-00206,"Tous les documents concernant la rencontre entre William Baker et Howard Schmidt, qui a eu lieu le 26 mai 2011. Période: Janvier 2011 au 1er novembre 2011",Communication partielle,209
Sécurité publique Canada,2012,02,A-2011-00216,Notes de période de questions préparées entre le 1 septembre et le 1 novembre 2011,Communication partielle,71
Sécurité publique Canada,2012,02,A-2011-00220,Tous les documents concernant les positions du Commissaire à la protection de la vie privé du Canada sur le projet de loi sur l'accès légal proposé pour la période du 1er mars au 4 novembre 2011,Communication partielle,299
Sécurité publique Canada,2012,02,A-2011-00224,Copies de la correspondance officielle entre la Sécurité publique du Canada et les gouvernements provinciaux concernant la création de la Loi C-10 entre le 1er mai 2011 et le 21 novembre 2011,Communication partielle,3
Sécurité publique Canada,2012,02,A-2011-00229,"Tous les nouveaux accords entre la Sécurité publique du Canada et la GRC, SCRS, SCC, ASFC, CLCC depuis septembre 2011",Communication partielle,17
Sécurité publique Canada,2012,01,A-2011-00134,1) DEP-375348 re: Protocole AIPRP 2) DEP-375386 re: Question écrite Q-548 3) DEP-374501 re: Implications politiques de la deuxième édition du magazine extrémiste islamiste 'Inspire' 4) DEP-377196 Programme de protection des passagers,Communication partielle,27
Sécurité publique Canada,2012,01,A-2011-00137,"Copie de 375323, 375324, 369076, 369143, 369151, 376408",Communication partielle,5
Sécurité publique Canada,2012,01,A-2011-00155,"Notes d’information, notes de service, notes pour la période de questions soumises au ministre de Sécurité publique Canada du 1er au 14 juillet 2011",Communication partielle,231
Sécurité publique Canada,2012,01,A-2011-00156,"Notes d'information, notes de service, notes pour la période de questions soumises au ministre de Sécurité publique Canada du 15 au 31 juillet 2011",Communication partielle,233
Sécurité publique Canada,2012,01,A-2011-00183,"Notes d'information et notes de service soumises au ministre de Sécurité publique concernant le sommet du G20 à Toronto sur la sécurité du grand public, l’ordre public et sur les plaintes contre les actions policières du 25 juin 2010 au 30 novembre 2010",Communication partielle,126
Sécurité publique Canada,2012,01,A-2011-00187,"Rapports de situation et analyses de risques produits par le GdC concernant les Autochtones et/ou les Premières nations et les troubles civils, conflits communautaires, protestations, occupations, blocus, démonstrations, militants, extrémisme et le crime organisé du 1er janvier 2008 au 31 décembre 2008",Communication partielle,105
Sécurité publique Canada,2012,01,A-2011-00204,Notes d'information au ministre concernant la conférence 'Secure Tech 2011',Communication partielle,93
Sécurité publique Canada,2012,01,A-2011-00226,Élaboration d'un protocole de communication entre la GRC et la SP sur les sujets délicats opérationnels/administratifs,Communication partielle,56
Sécurité publique Canada,2012,01,A-2011-00231,Coût des certificats de sécurité sur la Loi sur l'immigration et la protection des réfugiés,Communication totale,3
Sécurité publique Canada,2012,01,A-2011-00250,"Notes d'information et notes de service préparées pour le sous-ministre ou ministre au mois de décembre 2011 concernant l'utilisation d'information par le SCRS, qui aurait pu être obtenu par le moyen de la torture",Traitement impossible,0
Sécurité publique Canada,2011,12,A-2011-00055,"Documents sur l'embauche et les responsabilités des consultants spéciales pour les Infrastructures essentielles et la coordination stratégique; rapports et documents préparés, liste et l'objet des voyages, et la durée des contrats et consultations.",Communication partielle,138
Sécurité publique Canada,2011,12,A-2011-00126,Documents sur les critères utilisés pour la sélection des 30 personnes à inclure sur la liste des plus recherchés par l'ASFC qui a été publiée le 21 juillet 2011,Communication partielle,50
Sécurité publique Canada,2011,12,A-2011-00127,Documents sur la décision de publier une liste sur l'internet le 21 juillet 2011 des noms et photographies des personnes qui font l'objet d'un mandat à l'échelle du Canada et doivent être renvoyées du pays.,Communication partielle,300
Sécurité publique Canada,2011,12,A-2011-00135,"Copie de 367709, 368100, 368174, 368308, 368634, 368737, 368743",Communication partielle,60
Sécurité publique Canada,2011,12,A-2011-00136,"Copie de 372530, 374827, 376919",Communication partielle,24
Sécurité publique Canada,2011,12,A-2011-00138,"Copie de 373413, 372679",Communication partielle,8
Sécurité publique Canada,2011,12,A-2011-00139,"Copie de 376666, 376660, 376013",Communication partielle,7
Sécurité publique Canada,2011,12,A-2011-00190,Liste des notes de breffage qui ont été créées et ou transmises au Ministre entre le 1er et 28 octobre 2011,Communication partielle,48
Sécurité publique Canada,2011,12,A-2011-00199,Notes pour la période des questions sur le G8/G20 entre le 7 juin 2010 et le 26 mars 2011,Communication partielle,16
Sécurité publique Canada,2011,12,A-2011-00212,Copie des livrables des contrats TNS Canadian Fact Inc. et IPSS Inc.,Communication partielle,453
Sécurité publique Canada,2011,11,A-2010-00209,"Documents concernant un accord potentiel sur la sécurité frontalière avec les États-Unis, créés entre juillet et décembre 2010",Communication partielle,533
Sécurité publique Canada,2011,11,A-2011-00062,Documents concernant le procès et les enquêtes sur Praxis Corp.,Communication partielle,211
Sécurité publique Canada,2011,11,A-2011-00143,Recommendations faites suite à un attaque cybernétique qui a causé Recherche et développement pour la défense Canada d'arreter un de leurs serveurs.,Communication partielle,32
Sécurité publique Canada,2011,11,A-2011-00165,Documents de breffage créés par Sécurité publique pour le ministre concernant les criminels de guerre au Canada - Août 2010 à Sept 2011,Communication partielle,185
Sécurité publique Canada,2011,11,A-2011-00181,Dépenses totale sur le transport pour 2009-2010,Communication totale,1
Sécurité publique Canada,2011,11,A-2011-00188,SMA GSU et sous-groupes sur les autochtones et/ou Premières nations et le désordre civil.,Traitement impossible,0
Sécurité publique Canada,2011,11,A-2011-00191,"Rapport final portant sur le crime organisé dans la construction et visant la province de Québec, Compliance Strategy Group |",Communication partielle,24
Sécurité publique Canada,2011,11,A-2011-00193,"Copie de: 60422, 60449, 380884, 60553, 381072",Communication partielle,27
Sécurité publique Canada,2011,11,A-2011-00197,"Toutes communications entre Sécurité publique Canada et le gouvernement des États-Unis concernant des activistes et manifestants des Premières Nations, sur la police et le partage de renseignements concernant ces groupes entre octobre 2009 et octobre 2011",Traitement impossible,0
Sécurité publique Canada,2011,11,A-2011-00198,"Étude sur la vulnérabilité des marchés des valeurs mobilières au crime organisé, numéro de référence 206557, sollicitation 2011020.",Communication partielle,65
Commission du droit d'auteur du Canada,2014,03,A-2013-00479,"Note de breffage, présentation et ou memos remis au ministre du 14 octobre au 21 octobre 2013.",Communication totale,6
Commission du droit d'auteur du Canada,2014,03,A-2013-00920,Le niveau de capacité obtenu par le ou les ministère(s) et agence(s) n'ayant pas soumis l'Évaluation de la capacité organisationnelle de gestion de projet (Organizational Project Management Capacity Assessment) au Secrétariat du Conseil du Trésor du Canada entre le 1er janvier 2012 et la 21 janvier 2014,Communication totale,1
Commission du droit d'auteur du Canada,2013,09,A-2013-00322,"S'il vous plaît, fournir les copies de tous les mémos et les dossiers politiques recommandés au ministre, rattaché à la Commission du droit d'auteur du Canada. Limitez-les aux dossiers créés ou depuis le 12 juillet 2012, quand la Cour suprême du Canada a publié plusieurs décisions sur le droit d'auteur et limitées à la Commission.",Communication totale,2
Commission du droit d'auteur du Canada,2013,08,A-2013-00186,Obtenir copie complet de tous les cahiers de briefings créés ou préparés qui seront remis au nouveau ministre d'Industrie Canada,Communication totale,13
Commission du droit d'auteur du Canada,2013,07,A-2013-00002,"Obtenir copie complet de tout document que détient votre ministère montrant pour chaque ministère fédéral le nombre de fonctionnaires qui ont pris leurs retraite par année de 2006 à ce jour, le 27 mars 2013 (incluant ceux qui ont été forcé avant l'âge précisé et isolé par ministère).",Aucun document n'existe,0
Commission du droit d'auteur du Canada,2012,01,A-2011-001,Contrats concernant les services de planification d'événement pour la période du 1er janvier 2009 jusqu'au 10 janvier 2012.,Aucun document n'existe,0
Commission du droit d'auteur du Canada,2012,01,A-2011-002,Tous les documents concernant les communications entre la Commission et Border Broadcasters Inc. (BBI) pour la période du 1er janvier 2010 jusqu'au 30 janvier 2012.,Communication totale,28
Agriculture et Agroalimentaire Canada,2014,03,A-2013-00073,"Fournir des copies de tous les documents, y compris les vérifications, les examens, les notes de service et les courriels, découlant des contrats de services avec le Pembina Institute/la Pembina Foundation qui ont été communiqués en réponse à la demande A-2013-00056.",Divulgation partielle,770
Agriculture et Agroalimentaire Canada,2014,03,A-2013-00095,"Fournir les documents liés à la production et à la distribution de tabac pour la période allant de 2012 à ce jour (20 janvier 2014), y compris les notes d'information, les rapports, les évaluations, les vérifications et les analyses financières.",Divulgation totale,70
Agriculture et Agroalimentaire Canada,2014,03,A-2013-00104,"Nous avons répondu à la DP 01B46-12-0086 aux alentours du 12 novembre 2012. Nous aimerions obtenir des copies de toutes les modifications à la DP, y compris celle qui en a entraîné l'annulation.",Divulgation totale,5
Agriculture et Agroalimentaire Canada,2014,03,A-2013-00106,Contenu du dossier 196098 - Interdiction des batteries de cages pour les poules.,Divulgation totale,5
Agriculture et Agroalimentaire Canada,2014,03,A-2013-00109,Contenu du dossier 195495 - Note d'information au ministre sur les OGM.,Divulgation partielle,7
Agriculture et Agroalimentaire Canada,2014,03,A-2013-00114,"Toute correspondance et toute documentation sur les réunions visant les pâturages de l'ARAP (ou Programme de pâturages communautaires, pâturages communautaires) pour la période allant du 1er janvier 2008 au 31 décembre 2011.",Divulgation totale,10
Agriculture et Agroalimentaire Canada,2014,02,A-2013-00096,Le document final ou la plus récente ébauche à jour de L'Evaluation de la capacité organisationnelle de gestion de projet (Organizational Project Management Capacity Assessment) d'AAC que ce document ou cette ébauche ait été soumis ou non au Secrétariat du Conseil du Trésor du Canada entre 1er janvier 2012 et le 21 janvier 2014.,Divulgation partielle,60
Agriculture et Agroalimentaire Canada,2014,02,A-2013-00097,"Toutes les politiques, lignes directrices et directives officielles ou les autres documents d'orientation auxquels les employés du secteur des sciences d'Agriculture et Agroalimentaire Canada doivent se conformer pour publier, réviser ou présenter publiquement (p. ex. à l'occasion de conférences ou d'ateliers) leurs travaux scientifiques ou techniques.",Divulgation totale,55
Agriculture et Agroalimentaire Canada,2014,02,A-2013-00098,"Toute politique, ligne directrice ou directive ou tout code de conduite ou autre document qui montre ou prévoit comment les employés du secteur des sciences d'Agriculture et Agroalimentaire Canada doivent interagir avec les médias en personne ou sur support imprimé ou électronique.",Aucun document existant,0
Agriculture et Agroalimentaire Canada,2014,02,A-2013-00099,Documentation qui indique toutes les nominations d'employés pour une période déterminée et d'employés occasionnels par cette institution dans la région de la capitale nationale conformément à la Loi sur l'emploi dans la fonction publique au cours du mois de décembre 2013.,Divulgation totale,1
Agriculture et Agroalimentaire Canada,2014,02,A-2013-00103,"Le nombre d'équivalents temps plein de diverses classifications professionnelles à AAC, pour chaque année de 2000 à 2013 (14 années).",Divulgation totale,1
Agriculture et Agroalimentaire Canada,2014,02,A-2013-00105,"Une liste montrant les fournisseurs qui ont obtenu un ou des contrats/marchés par votre ministère entre janvier 2010 et février 2014 et qui sont d'anciens fonctionnaires qui reçoivent une pension en vertu de la Loi sur la pension de la fonction publique, ainsi que le montant de chaque contrat, le mandat confié, et la date.",Divulgation totale,1
Agriculture et Agroalimentaire Canada,2014,02,A-2013-00107,Le contenu du dossier 196876 - Information sur les travailleurs étrangers.,Divulgation totale,4
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00040,Cahier de breffage le plus récent préparé à l'intention du ministre de l'Agriculture et de l'Agroalimentaire advenant un changement de ministre lors du remaniement ministériel prévu pour le mois de juillet.,Divulgation partielle,227
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00063,Tous les documents concernant le ministre de l'Agriculture et de l'Agroalimentaire Gerry Ritz pour les pourparlers ministériels ayant eu lieu à Bruxelles en novembre 2012.,Divulgation partielle,165
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00070,"Notes de synthèse, présentations PowerPoint et/ou notes de service remises au ministre du 14 octobre 2013 au 21 octobre 2013.",Divulgation partielle,111
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00072,"Fournir des copies de tous les documents concernant les cultures d'organismes génétiquement modifiés (OGM) et les aliments fabriqués à partir d'OGM, depuis le 1er janvier 2012.",Divulgation partielle,70
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00078,"Le 4 novembre 2011, le gouvernement du Canada annonçait le versement d'une somme de 763 650 $ au Conseil de Ia communauté juive de Montréal pour renforcer la salubrité des aliments certifiés kascher. Ce montant devait servir à l'élaboration de normes de salubrité des aliments kascher. Il s'agissait d'un investissement fédéral fait dans le cadre de l'initiative canadienne de salubrité des aliments (ICISA). Pouvez-vous me fournir toute la correspondance entre le gouvernement du Canada et le Conseil de la Communauté juive relative au suivi de cette annonce?",Divulgation partielle,42
Agriculture et Agroalimentaire Canada,2014,01,A-2013-00079,J'aimerais obtenir les montants reliés à l'achat et l'entretien de plantes et/ou de fleurs dans les bureaux du ministère pour l'année financière 2012/2013.,Divulgation totale,1
