23612en,Public Works and Government Services Canada,2012,09,A-2012-00192,"Correspondence by Public Works and Government Services Canada regarding second invitation to tender for contract W8486-06AM02 (Repair of Tactical Shelters), parts A and B after first one was cancelled.",Disclosed in part,125
23709en,Public Works and Government Services Canada,2012,11,A-2012-00192,"Correspondence by departmental officials regarding a second invitation to tender for the contract W8486-06AM02 (Repair of Tactical Shelters), parts A and B after the first one was cancelled.",Disclosed in part,125
23539en,Public Works and Government Services Canada,2012,08,A-2012-00193,"Correspondence by government officials at PWGSC regarding the decision to award the contract W8486-06AM02 (Repair of Tactical Shelters), parts A and B designated for the Qu�bec/Maritimes Region to Tulmar Safety Systems Inc. of Hawkesbury, Ont.",Disclosed in part,54
23710en,Public Works and Government Services Canada,2012,11,A-2012-00193,"Correspondence by departmental officials regarding the decision to award the contract W8486-06AM02 Tulmar Safety Systems Inc. of Hawkesbury, Ont.(Repair of Tactical Shelters), parts A and B designated for the Qu�bec/Maritimes Region to",Disclosed in part,54
23613en,Public Works and Government Services Canada,2012,09,A-2012-00205,Successful bid for Solicitation 21401-110005/A (Bread and Bakery Products).,Disclosed in part,32
23711en,Public Works and Government Services Canada,2012,11,A-2012-00205,Successful bid for solicitation 21401-1100005/A (provision of bakery products).,Disclosed in part,32
23614en,Public Works and Government Services Canada,2012,09,A-2012-00206,Successful bid for Solicitation W0113-11J110/A (Bread).,Disclosed in part,124
23712en,Public Works and Government Services Canada,2012,11,A-2012-00206,Successful bid for solicitation W0113-11J110/A (provision of bakery products).,Disclosed in part,124
23666en,Public Works and Government Services Canada,2012,10,A-2012-00252,"List of all Standing Offers (SO) #E60HP-11-DS01 (Passenger Motor Vehicles), copy of one SO, call-ups or reports on call-ups against the SO, and information on the situation of SO E60HP-11-DS01/007 and 008.",Disclosed in part,95
23713en,Public Works and Government Services Canada,2012,11,A-2012-00252,"List of all Standing Offers (SO) #E60HP-11-DS01 (Passenger Motor Vehicles), copy of one SO, call-ups or reports on call-ups against the SO, and information on the situation of SO E60HP-11-DS01/007 and 008.",Disclosed in part,95
23669en,Public Works and Government Services Canada,2012,10,A-2012-00279,"Records relating to the Mid Shore Patrol Vessel Program sent by the Canadian Coast Guard / Public Works and Government Services Canada (PWGSC) site office at the Halifax Shipyard to PWGSC offices responsible for the management of the Mid Shore Patrol Program, from February 1, 2012 to July 31, 2012",Disclosed in part,103
23715en,Public Works and Government Services Canada,2012,11,A-2012-00279,"Records relating to the Mid Shore Patrol Vessel Program sent by the Coast Guard / Public Works and Government Services (PWGSC) site office at the Halifax Shipyard to PWGSC offices responsible for the management of the Mid Shore Patrol Program, from February 1, 2012 to July 31, 2012.",Disclosed in part,103
23680en,Public Works and Government Services Canada,2012,10,A-2012-00361,"Number and type of investigations conducted by the Corporate Security, from January 1, 2011 to September 15, 2012.",Disclosed in part,20
23717en,Public Works and Government Services Canada,2012,11,A-2012-00361,"Number and type of investigations conducted by Corporate Security between January 1, 2011, and September 15, 2012.",Disclosed in part,20
23691en,Public Works and Government Services Canada,2012,10,A-2012-00399,"Responses to Request for Information from federal government in seeking private collections agencies to help it retrieve unpaid fines, including but not limited to the companies which have expressed interest.",Nothing disclosed (exemption),0
23720en,Public Works and Government Services Canada,2012,11,A-2012-00399,"Responses to Request for Information from federal government in seeking private collections agencies to help it retrieve unpaid fines, including but not limited to the companies which have expressed interest.",Nothing disclosed (exemption),0
23692en,Public Works and Government Services Canada,2012,10,A-2012-00400,"Correspondence sent to the Minister of Public Works concerning abortion and/or Motion 312 on the rights of the foetus, from September 26 to 30, 2012.",Does not exist,0
23721en,Public Works and Government Services Canada,2012,11,A-2012-00400,"Correspondence sent to the Minister of Public Works and Government Services referring to abortion and/or to motion 312 relating to the rights of the fetus, between September 26 and 30, 2012.",Does not exist,0
23693en,Public Works and Government Services Canada,2012,10,A-2012-00401,Call-ups processed in the National Capital Region under the terms of the any Standing Offer for Temporary Help Services for September 2012.,Disclosed in part,29
23722en,Public Works and Government Services Canada,2012,11,A-2012-00401,Call-ups processed in the National Capital Region under the terms of the Standing Offer for Temporary Help Services for September 2012.,Disclosed in part,29
23694en,Public Works and Government Services Canada,2012,10,A-2012-00402,Appointments Term and Casual employees in the National Capital Region under the terms of the Public Service Employment Act for September 2012.,All disclosed,1
23723en,Public Works and Government Services Canada,2012,11,A-2012-00402,Appointments Term and Casual employees in the National Capital Region under the terms of the Public Service Employment Act for September 2012.,All disclosed,1
23695en,Public Works and Government Services Canada,2012,10,A-2012-00403,Call-ups and amendments issued in the National Capital Region under the terms of the Task Based Informatics Professional Services Standing Offer EN578-055605 for September 2012.,Does not exist,0
23724en,Public Works and Government Services Canada,2012,11,A-2012-00403,Call-ups and amendments issued in the National Capital Region under the terms of the Task Based Informatics Professional Services Standing Offer EN578-055605 for September 2012.,Does not exist,0
23696en,Public Works and Government Services Canada,2012,10,A-2012-00408,"Documents showing the roles and responsibilities of PWGSC, the House of Commons and the Senate of Canada regarding the East Block.",Nothing disclosed (excluded),0
23726en,Public Works and Government Services Canada,2012,11,A-2012-00408<,"Documents showing the roles and responsibilities of Public Works and Government Services, the House of Commons and the Senate of Canada regarding the East Block.",Nothing disclosed (excluded),0
23697en,Public Works and Government Services Canada,2012,10,A-2012-00412,"Names of bidders and bid amounts for the Former Canadian Coast Guard Ship Nahidik - Special Navaids Vessel sold in the GCSurplus online auction for $300,001.99.",Disclosed in part,1
23727en,Public Works and Government Services Canada,2012,11,A-2012-00412,"Names of bidders and bid amounts for the former Canadian Coast Guard Ship Nahidik - Special Navaids Vessel sold in the GCSurplus online auction for $300,001.99.",Disclosed in part,1
23698en,Public Works and Government Services Canada,2012,10,A-2012-00425,"List of contracts between Her Majesty the Queen and Centres dﾒachats Beauward, including their value and description, for each year over the last 10 years.",Does not exist,0
23731en,Public Works and Government Services Canada,2012,11,A-2012-00425,"List of contracts between Her Majesty the Queen and Centres dﾒachats Beauward, including their value and description, for each year over the last 10 years.",Does not exist,0
25356en,Royal Canadian Mounted Police,2012,07,A-2011-04011,"Copies of reports, studies, investigations and correspondence that relate to the effectiveness of the safeguards protecting the private information of firearms",Disclosed in Part,179
25412en,Royal Canadian Mounted Police,2012,08,A-2011-06122,"Obtain complete copy of all documents created by Criminal Intelligence pertaining to the illicit drug situation (national overview) between January 1, 2011 and November 22, 2011",Disclosed in part,4
25107en,Royal Canadian Mounted Police,2012,01,A-2012-00009,The date when each camera listed in your request was installed and operational at the Sackville RCMP detachment,Disclosed in part,3
25226en,Royal Canadian Mounted Police,2012,03,A-2012-00903,"Emails between the RCMP Commissioner's Office, the Public Affairs office, and the officer(s) in charge of the Canadian Firearms Program that led to the development of the final 2010 Commissioner of Firearms Report",No record located,0
25247en,Royal Canadian Mounted Police,2012,04,A-2012-00903,"Emails between the RCMP Commissioner's Office, the Public Affairs office, and the officer(s) in charge of the Canadian Firearms Program that led to the development of the final 2010 Commissioner of Firearms Report",No record located,0
25283en,Royal Canadian Mounted Police,2012,05,A-2012-01448,"RCMP bulletins regarding Occupy Toronto in 2011, RCMP bulletins regarding other Occupy events throughout Canada in 2011, internal and external correspondence from October to December 2011 regarding Occupy events",No record located,0
25417en,Royal Canadian Mounted Police,2012,08,A-2012-01448,"RCMP bulletins regarding Occupy Toronto in 2011, RCMP bulletins regarding other Occupy events throughout Canada in 2011, internal and external correspondence from October to December 2011 regarding Occupy events",All disclosed,7
25438en,Royal Canadian Mounted Police,2012,08,A-2012-03948,Briefing notes produced by the RCMP in 2011 and 2012 for the Minister of Public Safety regarding an RCMP database analysis of the names of missing and murdered Aboriginal women and girls provided via the Sisters in Spirit initiative,No record located,9
24930en,Royal Canadian Mounted Police,2013,03,A-2013-00408,Copies of the documentation required by Firearms Act section 2(1)(b) and (c) for all the current serving Chief Firearms Officers,No record located,0
24931en,Royal Canadian Mounted Police,2013,03,A-2013-00408,Copies of the documentation required by Firearms Act section 2(1)(b) and (c) for all the currently serving Chief Firearms Officers,All disclosed,5
25035en,Royal Canadian Mounted Police,2013,05,A-2013-01556,"All records related to a May 25, 2007 presentation on aboriginal unrest; that was presented to industry representatives at a conference hosted by Natural Resources Canada. Note that this was likely one of the bi-annual briefings for energy and utility sector",No record located,0
25036en,Royal Canadian Mounted Police,2013,05,A-2013-01556,"All records related to May 25th, 2007 presentation on aboriginal unrest; it was presented to industry representatives at a conference hosted by Natural Resources Canada",No record located,0
25037en,Royal Canadian Mounted Police,2013,05,A-2013-01558,"All PowerPoint decks related to the Idle No More movement between November 1st, 2012 and today",No record located,0
25038en,Royal Canadian Mounted Police,2013,05,A-2013-01558,"All PowerPoint decks related to the Idle No More between November 1st, 2012 and today",No record located,0
2125en,Security Intelligence Review Committee,2013,03,1463-02/12ﾖ18,Request for Study 2011-05 ﾓDomestic Radicalizationﾔ,Disclosed in Part,20
2126en,Security Intelligence Review Committee,2013,03,1463-02/12ﾖ20,Request for Study 2011-09 ﾓCSIS Intelligence Production and Disseminationﾔ,Disclosed in Part,16
2127en,Security Intelligence Review Committee,2013,03,1463-02/12ﾖ21,Request for Study 2011-01 ﾓCSIS' Role in the Passenger Protect Programﾔ,Disclosed in Part,19
2128en,Security Intelligence Review Committee,2013,03,1463-02/12ﾖ24,Request for Study 2011-05 ﾓDomestic Radicalizationﾔ,Disclosed in Part,20
2129en,Security Intelligence Review Committee,2013,03,1463-02/13ﾖ03,Request for Study 2011-05 ﾓDomestic Radicalizationﾔ,Disclosed in Part,20
2130en,Security Intelligence Review Committee,2013,03,1463-02/13ﾖ05,Request for Study 2008-07 ﾓReview of CSISﾒ Role in the Case of Paul William Hampelﾔ,Disclosed in Part,16
2131en,Security Intelligence Review Committee,2013,03,1463-02/13ﾖ10,Request for correspondences with SIRCﾒs Executive Director that include mentions of a named person within the past six months,No Records,0
2124en,Security Intelligence Review Committee,2013,04,1463-02/13ﾖ11,"Request for all documents, emails, briefing notes referencing a former SIRC Chair from January 1, 2013 to present.",Disclosed in Part,35
2049en,Social Sciences and Humanities Research Council,2012,01,ATI 2011-2012 8,"Documents pertaining to the visits of Dr. Chad Gaffield to Memorial University between October 1, 2008, and October 1, 2011",Disclosed in part,55
2045en,Social Sciences and Humanities Research Council,2012,04,ATI 2011-2012 21,Documents produced by government departments external to SSHRC or by SSHRC itself about SSHRC retrieving records pertaining to Indian residential schools that are to be provided to the Truth and Reconciliation Commission,Disclosed in part,124
24739en,Statistics Canada,2012,02,A-2011-00355,* I would like employment insurance data on the number of seasonal workers in the Haute-C�te-Nord and Charlevoix regions of Quebec for 2011.,Does not exist,0
24740en,Statistics Canada,2012,02,A-2011-00355,"All memoranda, reports, asylum cases, human trafficking cases, court cases, incident or occurrence summaries, and any other relevant documents relating directly or indirectly to forced/non-consensual/ involuntary/ coercive/ early/ underage/ violent/ multiple marriage allegations involving Canadian citizens, permanent residents, refugees, permanent resident/ refugee candidates and visiting foreign nationals dating from 1948 to the present (February 2012).",Does not exist,0
24689en,Statistics Canada,2013,05,A-2012-00027,All contracts processed by this Institution (Statistic Canada) in the National Capital Region under the terms of any Supply Arrangement for Temporary Help Services for the month of April 2013,Does not exist,0
24720en,Statistics Canada,2012,07,A-2012-00086,"Statistics on numbers of civil cases litigated per category (patent, copyright, personal injury, etc) nationally and for each province and territory.",All exempt,0
24717en,Statistics Canada,2012,08,A-2012-00099,I would like to obtain information about the average cost of commercial soybean and corn seed in Canada and Ontario for a 10 year period beginning on or around 2001 and ending on or around 2011/2012. I would also be interested in obtaining price index records for the same period for commercial soybean and corn seed.,All Disclosed,66
24706en,Statistics Canada,2013,01,A-2012-00163,Did Statistics Canada receive an invoice from Altruistic Informatics Consulting Inc. for services delivered in August 2012 under contract 65800-11-0004?,Does not exist,0
24709en,Statistics Canada,2012,12,A-2012-00163,"Statistics concerning the people moving in and out of the province of Quebec.  I would like to see a classification by year and by highest level of education achieved, for people from other provinces and countries to Quebec and for people from Quebec to other provinces and countries.",All Withheld,0
2084en,Status of Women Canada,2013,03,SWC2010-11/34,Documents concerning funding to address the issue of violence against aboriginal women during period Sept/Oct 2009 and March/Apr 2010.,Disclosed in part,750
2674en,Toronto Port Authority,2013,03,2013-01,Copy of 2011/2012 Environmental Compliance Audit,Disclosed in part,77
19594en,Transport Canada,2012,06,A-2010-00148,"Overtime payments made by Transport Canada Aircraft Services Organisation from April 1, 2007 to March 31, 2010",Disclosed in part,68
19617en,Transport Canada,2012,05,A-2010-00148,"Overtime payments made by Transport Canada Aircraft Services Directorate from April 1, 2007 to March 31, 2010",Disclosed in part,68
19649en,Transport Canada,2012,04,A-2011-00349,"All records filed for ecotechnology for vehicles from January 1 to August 11, 2011",All disclosed,5
19623en,Transport Canada,2012,05,A-2011-00416,"Reports submitted to Transport Canada by air operators from January 1, 2009 to December 7, 2011",Disclosed in part,55
19693en,Transport Canada,2012,03,A-2011-00416,"Reports submitted to Transport Canada by air operators since January 1st, 2009",Disclosed in part,44
19095en,Transport Canada,2013,02,A 2012 00001,Lack of visual identification of passengers boarding aircraft,Disclosed in part,19
19269en,Transport Canada,2012,12,A-2012-01080,"Investigations, attendances, calls and/or complaints involving the Leamington Break-Wall for 2003",No records exist,0
19781en,Transport Canada,2012,01,"Summaries of Completed Access to Information Requests - January 2012   A 2009 00323  Summary: Records concerning the appointment of Jean Martin Masse to Via Rail in June 2009  Disposition: Disclosed in part  Pages Released: 60      A 2010 00131  Summary: Environmental assessment of Canadian National property in Chapais Matagami Rail Corridor, Abitibi, Quebec  Disposition: All disclosed  Pages Released: 301      A 2010 00161  Summary: Memos and briefing notes from June 1 to August 6, 2010 on the final report on Air India  Disposition: Nothing disclosed (excluded)  Pages Released: 0      A 2010 00215  Summary: All Tank Car Inspection Reports done on trains as part of Transport Canada's tank car inspection program since January 2010  Disposition: Disclosed in part  Pages Released: 20      A 2011 00151  Summary: Inspection reports generated regarding the MV Sonia, later renamed Northern Adventure  Disposition: Disclosed in part  Pages Released: 82      A 2011 00181  Summary: Records concerning and implicating safety inspectors from Dorval, Quebec  Disposition: Disclosed in part  Pages Released: 90      A 2011 00201  Summary: All Safety Management System assessments for First Air from January 1, 2005 to August 24, 2011  Disposition: Disclosed in part  Pages Released: 19      A 2011 00248  Summary: All correspondence with Air Canada from January 1 to December 31, 2010  Disposition: Disclosed in part  Pages Released: 5      A 2011 00250  Summary: All correspondence with Air Canada between January 1 and December 31, 2009  Disposition: Disclosed in part  Pages Released: 63      A 2011 00279  Summary: Complaints against Southern Ontario Soaring Association from January 1, 1998 to October 3, 2011  Disposition: Disclosed in part  Pages Released: 86      A 2011 00288  Summary: Helicopter incident at the Canadian International Air Show in 2000  Disposition: Disclosed in part  Pages Released: 16      A 2011 00289  Summary: Records on the Canadian International Air Show in 2001  Disposition: Disclosed in part  Pages Released: 14      A 2011 00292  Summary: Records on the expansion of Harbour Air/West Coast Air Terminal in Victoria Harbour from May 1, 2010 to October 14, 2011  Disposition: Disclosed in part  Pages Released: 69      A 2011 00302  Summary: Highway 69 Four Laning project from September 22 to October 21, 2011  Disposition: Disclosed in part  Pages Released: 62       A 2011 00325  Summary: Safety of the Champlain Bridge from February 6 to October 29, 2008  Disposition: No records exist  Pages Released: 0      A 2011 00326  Summary: Safety of the Champlain Bridge from October 30, 2008 to August 6, 2010  Disposition: No records exist  Pages Released: 0      A 2011 00327  Summary: Emails on the safety and actual condition of the Champlain Bridge and steps that lead to October 5, 2011 announcement  Disposition: No records exist  Pages Released: 0      A 2011 00377  Summary: All records related to incident Civil Aviation Daily Occurrence Reporting System # 2011P1923  Disposition: Disclosed in part  Pages Released: 30      A 2011 00397  Summary: Casual employee appointment listing, contracts and call ups from September 1 to December 1, 2011  Disposition: Disclosed in part  Pages Released: 196      A 2011 00417  Summary: Call ups for November 2011  Disposition: Disclosed in part  Pages Released: 67      A 2011 00419  Summary: Temporary Help Services for November 2011  Disposition: Disclosed in part  Pages Released: 67      A 2011 00429  Summary: Statistics on total fees for operating public ports in the province of Newfoundland and Labrador  Disposition: All disclosed  Pages Released: 9      A 2011 00431  Summary: Supply arrangements issued for the National Capital Region from January to November 2011  Disposition: Disclosed in part  Pages Released: 7       A 2011 00432  Summary: Documents regarding G8/G20 funding from January 2008 to December 14, 2011  Disposition: No records exist  Pages Released: 0      A 2011 00435  Summary: Registration information for aircraft bearing call sign C FIVB from August 12, 2006 to August 12, 2011  Disposition: Disclosed in part  Pages Released: 17      A 2011 00436  Summary: Number of licensed pleasure crafts holders in Quebec and the region of Abitibi T�miscamingue for 2009 and 2010  Disposition: All disclosed  Pages Released: 1      A 2011 00437  Summary: File Plan developed for the Marine Safety Directorate  Disposition: Disclosed in part  Pages Released: 165      A 2011 00442  Summary: Copy of voice recording of expropriation hearing in Belleville, Ontario submitted to Minister of Transport  Disposition: No records exist  Pages Released: 0      A 2011 00444  Summary: Title documents for a Dehavilland aircraft  Disposition: Disclosed in part  Pages Released: 112       A 2011 00445  Summary: List of contributions awarded in the geographic area of Mont Tremblant from January 1, 2000 to January 3, 2012  Disposition: No records exist  Pages Released: 0      A 2011 00449  Summary: Repatriation of highly enriched uranium fuel from Chalk River Laboratories to the United States from April 1, 2010 to January 3, 2012  Disposition: No records exist  Pages Released: 0      A 2011 00456  Summary: Information concerning alleged offense made by JetPro staff member at Doris Lake Airport  Disposition: No records exist  Pages Released: 0  Date modified: 2012-05-09",,,
2733en,Transportation Safety Board of Canada,2012,05,A-2011-00015,"Complete investigation report into the rail occurrence, location of accident: 466 airport Parkway (CN rail mile marker 217.2), Belleville Ontario. TSB File R11T0063: 18 March 2011 ﾖ Collision with vehicle at crossing, Via passenger train #61 at mile 217.21 of the Kingston Subdivision.",Disclosed in part,117
2764en,Transportation Safety Board of Canada,2012,01,Aﾖ2010ﾖ00028,"Any and all information in the possession of the TSB relating to the July 14, 2004 incident involving a Embraer 145 LR aircraft, operating as US Airways Express, flight LOF3504 from Pittsburgh, PA to Ottawa International Airport. TSB File A04O0188: 14 July 2004 ﾖ Runway Overrun, US Airways Express, Embraer EMBﾖ145LR N829HK Ottawa/Macdonald Cartier International Airport, Ontario",Disclosed in part,312
2765en,Transportation Safety Board of Canada,2012,01,Aﾖ2010ﾖ00029,"All information, excluding manuals and catalogues, relating to the march 8, 2006 incident involving a PiperﾖPAﾖ31ﾖ350 Chieftain, from Vancouver, BC to Powell River. TSB File A06P0036: 08 March 2006 ﾖ Runway OverrunﾖCollision with Terrain, Orca Airways Ltd, Piper PAﾖ31ﾖ350 Chieftain CﾖGNAY, Powell River, British Columbia",Disclosed in part,790
2766en,Transportation Safety Board of Canada,2012,01,Aﾖ2010ﾖ00037,"Any and all documents, excluding manuals and catalogues, as relating to the April 16, 2002 incident involving a Swearingen SA226ﾖTC Metro II CﾖGIQF, operated by Perimeter Airlines (Inland) Ltd, from St Theresa Point to Winnipeg,  Manitoba. TSB File A02C0072: 16 April 2002 ﾖ Runway Excursion, Perimeter Airlines (Inland) Ltd, Swearingen SA226-TC Metro II CﾖGIQF, Winnipeg, Manitoba",Disclosed in part,725
2760en,Transportation Safety Board of Canada,2012,02,Aﾖ2010ﾖ00043,"Any information relating to the November 22, 2009 incident involving a Fairchild Metro SAﾖ227ﾖAC, CﾖFFZN, operated by Bearskin Lake Air Services at Dryden, Ontario. TSB File A09C0054",All disclosed,6
2761en,Transportation Safety Board of Canada,2012,02,Aﾖ2011ﾖ00004,"Copies of any reports generated arising from the incident R11T0063. TSB File R11T0063: 18 March 2011 ﾖ Crossing Collision, VIA Rail Canada Inc. Passenger Train No. 61, Mile 217.21, Kingston Subdivision, Belleville, Ontario",Disclosed in part,650
2767en,Transportation Safety Board of Canada,2012,01,Aﾖ2011ﾖ00008,"All information on air investigation A10W0063. Addendum:  Additional documents provided to requester on January 20, 2012 (Final release). TSB File A10W0063: 1 May 2010 ﾖ Loss of control ﾖ Collision with Terrain, Calgary Flying Club Diamond DA20 CﾖFIFA, Calgary Springbank Airport,  Alberta",Disclosed in part,654
2768en,Transportation Safety Board of Canada,2012,01,Aﾖ2011ﾖ00024,"Complete investigation file (including but not limited to investigative file, color photographs, lab reports and investigator field notes) in TSBﾒs custody or control relating to Aviation Investigation Report A10W0171.  TSB File A10W0171: 25 October 2010 ﾖ Stall on Approach/Loss of Control, Kenn Borek Air Ltd, Beechcraft King Air 100 CﾖFAFD, Kirby Lake, Alberta",Disclosed in part,1001
2762en,Transportation Safety Board of Canada,2012,02,Aﾖ2011ﾖ00032,"A list of all access to information requests received since July 25, 2011 to October 19, 2011.",Disclosed in part,2
2763en,Transportation Safety Board of Canada,2012,02,Aﾖ2011ﾖ00043,"A list of all access to information requests received by the TSB since July 25, 2011 to date request received. (January 3, 2012)",Disclosed in part,2
19886en,Treasury Board of Canada Secretariat,2013,02,A-2012-00558,"List of briefing notes prepared for the President and the Secretary of the Treasury Board Secretariat between October 10, 2012 and December 31, 2012.",Disclosed in part,16
19887en,Treasury Board of Canada Secretariat,2013,02,A-2012-00558,"The most recent unpublished reports regarding the use of GCConnex, GCPedia and GC Forums.",Disclosed in part,48
20290en,Veterans Affairs Canada,2012,02,A-2010-00045,"Complete copy of briefing notes for the following:  Ste. Anne's Hospital Budget Cuts, St. Anne's Hospital - Transition, Homeless Veterans, Aboriginal Veterans, RCMP Access to VAC Benefits, Long Term Care Policy -Quebec, Veterans Affairs Pandemic Plan, Asbestos Exposure, Cemetery Maintenance, Suicide Rates Among Canadian Veterans, The Bureau of Pensions Advocates and the Redress Process.",Disclosed in part,58
20289en,Veterans Affairs Canada,2012,02,A-2011-00116,Materials that pertain to female soldiers who participated in Canadaﾒs mission in Afghanistan.,All disclosed,29
20288en,Veterans Affairs Canada,2012,02,A-2011-00118,"Performance bonus and/or incentive pay or compensation for risk paid out to managers in 2009-2010-2011, including any individual who received an amount related to a bonus.",Disclosed in part,7
20287en,Veterans Affairs Canada,2012,02,A-2011-00119,Cost basis for the Medavie Blue Cross contract (1st agreement); actual cost for the 2009-2010 Medavie Blue Cross contract. Note: Public Works and Government Services Canada is the contracting authority.,No records exist,0
20286en,Veterans Affairs Canada,2012,02,A-2011-00133,"Complete list of all Access to Information requests from January to August 2011 including the request number, request summary, disposition and number of pages disclosed.",Disclosed in part,8
20285en,Veterans Affairs Canada,2012,02,A-2011-00136,"The publication which would contain the complete 2006 Table of Disabilities. The pre-October 3, 2011 version of Veterans Affairs Canada Pension Policy Manual.",All Disclosed,407
20284en,Veterans Affairs Canada,2012,02,A-2011-00139,Veterans Affairs Canada protocol (in laymanﾒs terms) of the following subsection of the Pension Act: Limitation on reduction 35(2.1).,No records exist,0
20283en,Veterans Affairs Canada,2012,02,A-2011-00140,"Merit pay and salary bonuses earned by all Veterans Affairs Canada employees, including contract workers, on Prince Edward Island, in 2011.",Disclosed in part,3
20232en,Veterans Affairs Canada,2013,02,A-2012-00113,"All records revealing the purpose and resulting accomplishments of the Minister of Veterans Affairs' visit to Charlottetown, Prince Edward Island in November 2012.",Does not exist,0
20231en,Veterans Affairs Canada,2013,02,A-2012-00118,"All documents indicating the number of Viagra and Cialis pills and tablets as well as the total cost incurred by Veterans Affairs Canada, for each year from January 1, 2004 to December 22, 2012.",All disclosed,2
20230en,Veterans Affairs Canada,2013,02,A-2012-00119,"All documents showing the number of Veterans who use medical marihuana as well as the total cost incurred by Veterans Affairs Canada, for each year from January 1, 2007 to December 22, 2012.",All disclosed,3
